Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
7218,30.381226,-97.68155300000001,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7220,30.163977000000003,-97.870419,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7221,30.274203000000004,-97.808813,Westlake High School,"4100 Westbank Drive, Austin, TX  78746",9,78746
7222,30.256265000000003,-97.775086,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7223,30.354278000000004,-97.84487,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7225,30.182703000000004,-97.891276,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7226,30.381646999999997,-97.661039,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7227,30.495707,-97.77888399999999,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7228,30.293498,-97.774435,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7230,30.057339000000002,-97.821451,Jack C Hays High School,"4800 Jack C Hays Trail, Buda, TX  78610",5,78610
7231,30.316309000000004,-97.720598,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
7234,30.34103,-97.46931,Elgin High School,"14000 County Line Road, Elgin, TX  78621",4,78621
7235,30.327676,-97.73247099999999,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
7236,30.448001,-97.777746,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7238,30.489386,-97.90829000000001,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7239,30.421313,-97.657155,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7243,30.403914,-97.763459,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7245,30.353986,-97.712204,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7246,30.204549,-97.794031,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7248,30.173572999999998,-97.813265,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7249,30.249919000000002,-97.79560500000001,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9,78704
7250,30.412361999999998,-97.74293399999999,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7252,30.190936999999998,-97.736549,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7253,30.451061,-97.797086,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7254,30.30371,-97.783794,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7255,30.229228000000003,-97.747222,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7256,30.488440999999998,-97.84823,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7257,30.432199,-97.623583,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7258,30.421008,-97.78444,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7259,30.545772999999997,-97.756351,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7260,30.172144,-97.833404,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7261,30.189582,-97.89745,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7266,30.37507,-97.669596,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7268,30.218865,-97.783759,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7270,30.378163,-97.821259,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7271,30.13803,-97.790244,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7272,30.463146000000002,-97.650273,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7273,30.140773,-97.750342,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7274,30.249421999999996,-97.826169,Westlake High School,"4100 Westbank Drive, Austin, TX  78746",9,78746
7275,30.285464,-97.932806,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7276,30.152978000000004,-97.867778,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7277,30.238186,-97.936112,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7278,30.305359999999997,-97.679076,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
7279,30.317334999999996,-97.96556,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7280,30.20225,-97.801872,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7281,30.192419,-97.874136,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7282,30.496140999999998,-97.744537,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7284,30.476236,-97.62545300000001,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7289,30.125564,-97.729077,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7291,30.247055,-97.778686,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9,78704
7293,30.243581,-97.551996,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7294,30.171915000000002,-97.81205600000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7295,30.382028000000002,-97.710711,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7296,30.449972999999996,-97.618205,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7297,30.192080999999998,-97.702449,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7298,30.233607,-97.933453,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7299,30.459863000000002,-97.638807,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7300,30.493218,-97.836671,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7303,30.500225,-97.75569499999999,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7304,30.493209000000004,-97.829137,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7305,30.118554,-97.73104000000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7308,30.438219,-97.678607,John B Connally High School,"13212 North Lamar Boulevard, Austin, TX  78753",4,78753
7310,30.2207,-97.798999,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7311,30.160165000000003,-97.77863,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7313,30.339712,-97.917029,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7315,30.42525,-97.859774,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7316,30.105597999999997,-97.71936099999999,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7318,30.176903000000003,-97.91908000000001,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7319,30.151064,-97.819629,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7321,30.474341,-97.63408199999999,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7322,30.241456,-97.772766,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9,78704
7323,30.195526,-97.804726,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7325,30.439422999999998,-97.658596,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7327,30.224844,-97.785602,Richards School For Young Women Leade,"2206 Prather Lane, Austin, TX  78704",9,78704
7328,30.122849,-97.837298,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7329,30.201224,-97.87355,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7330,30.188645,-97.881524,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7331,30.461752,-97.5821,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
7333,30.498969,-97.84088,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7334,30.428914000000002,-97.60919399999999,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7335,30.314203000000003,-97.743832,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1,78756
7336,30.344413,-97.98173299999999,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7337,30.331384999999997,-97.712583,Mccallum High School,"5600 Sunshine Drive, Austin, TX  78756",7,78756
7338,30.492473999999998,-97.849191,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7340,30.375735,-97.80035600000001,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7341,30.45324,-97.64989200000001,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7342,30.181324,-97.79581800000001,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7343,30.231769,-97.937127,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7344,30.478448999999998,-97.58390899999999,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
7345,30.227399,-97.838538,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7347,30.379196999999998,-97.746802,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7349,30.347264000000003,-97.95882900000001,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7350,30.472562,-97.637429,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7351,30.479940000000003,-97.566927,Hendrickson High School,"19201 Colorado Sand Drive, Pflugerville, TX  78660",7,78660
7352,30.471586,-97.643715,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7353,30.331056,-97.6933,Reagan High School,"7104 Berkman Drive, Austin, TX  78752",3,78752
7356,30.177197999999997,-97.768923,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7357,30.458626000000002,-97.788833,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7358,30.222469,-97.854463,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7359,30.187822999999998,-97.867769,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7360,30.225993,-97.86708,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7361,30.336863,-97.953153,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7363,30.508591999999997,-97.797786,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7364,30.381241999999997,-97.700613,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7366,30.223919,-97.522191,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7367,30.393292,-97.889034,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7369,30.002213,-97.80534200000001,Lehman High School,"1700 Lehman Road, Kyle, TX  78640",4,78640
7371,30.445203000000003,-97.77468,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7372,30.14943,-97.828238,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7373,30.157353999999998,-97.849141,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7374,30.510171999999997,-97.60876400000001,Cedar Ridge High School,"2801 Gattis School Road, Round Rock, TX  78664",6,78664
7375,30.2907,-97.966655,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7376,30.251336,-97.910402,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7378,30.195371999999995,-97.748649,Travis High School,"1211 East Oltorf Street, Austin, TX  78704",3,78704
7379,30.33977,-97.814112,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7380,30.295171999999997,-97.895103,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7385,30.2011,-97.846609,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7386,30.199379999999998,-97.81124100000001,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7388,30.500921999999996,-97.707778,Round Rock High School,"201 Deep Wood Drive, Round Rock, TX  78681",8,78681
7389,30.446132000000002,-97.622694,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7393,30.207213,-97.642173,Del Valle High School,"5201 Ross Road, Travis County, TX  78617",3,78617
7394,30.378766,-97.706807,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7395,30.515579,-97.594827,Hutto High School,"101 Farm to Market 685, Hutto, TX  78634",6,78634
7396,30.521454,-97.878826,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7397,30.421621000000002,-97.753923,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7398,30.213359000000004,-97.884865,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7400,30.25569,-97.75555,Texas School For The Deaf,"1102 South Congress Avenue, Austin, TX  78704",1,78704
7402,30.457767999999998,-97.817388,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7403,30.298901,-97.729279,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1,78756
7405,30.469399,-97.828913,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7406,30.306459000000004,-97.776099,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1,78756
7407,30.361784999999998,-97.78493399999999,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7410,30.309684999999998,-97.655914,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
7411,30.156291999999997,-97.855336,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7412,30.381496999999996,-97.708791,Lanier High School,"1201 Payton Gin Road, Austin, TX  78758",3,78758
7413,30.369690999999996,-97.819873,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7414,30.11947,-97.823176,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7415,30.274038,-97.779421,Austin High School,"1715 West Cesar Chavez Street, Austin, TX  78703",7,78703
7416,30.490058,-97.920128,Cedar Park High School,"2150 Cypress Creek Road, Cedar Park, TX  78613",8,78613
7417,30.204389000000003,-97.506244,Cedar Creek High School,"793 Union Chapel Road, Cedar Creek, TX  78612",4,78612
7419,30.359393,-97.993645,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7420,30.508916999999997,-97.890741,Leander High School,"3301 South Bagdad Road, Leander, TX  78641",7,78641
7424,30.199713,-97.959795,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7425,30.343106,-97.929955,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7426,30.158133000000003,-97.868976,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7427,30.09191,-97.733908,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7428,30.50165,-97.770344,Vista Ridge High School,"200 South Vista Ridge Boulevard, Cedar Park, TX  78613",8,78613
7429,30.350826,-97.98419399999999,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7430,30.301842999999998,-97.926393,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7431,30.206840000000003,-97.79082,Crockett High School,"5601 Manchaca Road, Austin, TX  78745",4,78745
7432,30.415447999999998,-97.741586,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7433,30.406066,-97.757515,Anderson High School,"8403 Mesa Drive, Austin, TX  78759",8,78759
7435,30.453188,-97.64579,Pflugerville High School,"1301 West Pecan Street, Pflugerville, TX  78660",6,78660
7437,30.363972999999998,-97.814513,Vandegrift High School,"9500 McNeil Drive, Austin, TX  78750",8,78750
7438,30.424557,-97.76120300000001,Mcneil High School,"5720 McNeil Drive, Austin, TX  78729",7,78729
7439,30.149240000000002,-97.813176,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7440,30.246785,-97.992289,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7442,30.227978999999998,-97.868386,Bowie High School,"4103 West Slaughter Lane, Austin, TX  78749",9,78749
7443,30.330940000000002,-97.95814,Lake Travis High School,"3324 Ranch Road 620 South, Austin, TX  78738",8,78738
7446,30.440948,-97.825906,Westwood High School,"12400 Mellow Meadow Drive, Austin, TX  78750",9,78750
7447,30.301759000000004,-97.641622,Lbj High School,"7309 Lazy Creek Drive, Austin, TX  78724",2,78724
